id, key, score, title, country, crawl_date, host, sentiment_score, concept, concept_relevance,
 2fNU-c7vXDa122PiMNo2qA22c2rsT_9L5GHD6Qy9dTXKQtvD_72NlbswsRSVZ9aj, United Kingdom, 1, More niche than Netflix: nine specialist streaming services you should try, IE, 2017-10-24T06:26:17Z, richardhartley.com, 0.163881, Movie theater, 0.710238
 2fNU-c7vXDa122PiMNo2qA22c2rsT_9L5GHD6Qy9dTXKQtvD_72NlbswsRSVZ9aj, United Kingdom, 1, More niche than Netflix: nine specialist streaming services you should try, IE, 2017-10-24T06:26:17Z, richardhartley.com, 0.163881, BBC, 0.68239
 mMCUKQYYpwPU9GlvhgdszFzikeRPxyBXn2T7r4p6_optdqHMkyvp4A-sGA_cCDHU, United States, 1, Sainz Jr. enthused by Renault debut points, GB, 2017-10-24T00:45:43Z, gpupdate.net, 0.984487, English-language films, 0.92686
 mMCUKQYYpwPU9GlvhgdszFzikeRPxyBXn2T7r4p6_optdqHMkyvp4A-sGA_cCDHU, United States, 1, Sainz Jr. enthused by Renault debut points, GB, 2017-10-24T00:45:43Z, gpupdate.net, 0.984487, Carlos Sainz, 0.892281
 mMCUKQYYpwPU9GlvhgdszFzikeRPxyBXn2T7r4p6_optdqHMkyvp4A-sGA_cCDHU, United States, 1, Sainz Jr. enthused by Renault debut points, GB, 2017-10-24T00:45:43Z, gpupdate.net, 0.984487, United States, 0.717529
 mMCUKQYYpwPU9GlvhgdszFzikeRPxyBXn2T7r4p6_optdqHMkyvp4A-sGA_cCDHU, United States, 1, Sainz Jr. enthused by Renault debut points, GB, 2017-10-24T00:45:43Z, gpupdate.net, 0.984487, Formula One, 0.690727
 mMCUKQYYpwPU9GlvhgdszFzikeRPxyBXn2T7r4p6_optdqHMkyvp4A-sGA_cCDHU, United States, 1, Sainz Jr. enthused by Renault debut points, GB, 2017-10-24T00:45:43Z, gpupdate.net, 0.984487, Smoothing, 0.610542
 mMCUKQYYpwPU9GlvhgdszFzikeRPxyBXn2T7r4p6_optdqHMkyvp4A-sGA_cCDHU, United States, 1, Sainz Jr. enthused by Renault debut points, GB, 2017-10-24T00:45:43Z, gpupdate.net, 0.984487, Confidence, 0.610332
 mMCUKQYYpwPU9GlvhgdszFzikeRPxyBXn2T7r4p6_optdqHMkyvp4A-sGA_cCDHU, United States, 1, Sainz Jr. enthused by Renault debut points, GB, 2017-10-24T00:45:43Z, gpupdate.net, 0.984487, Carlos Sainz  Jr., 0.604173
 mMCUKQYYpwPU9GlvhgdszFzikeRPxyBXn2T7r4p6_optdqHMkyvp4A-sGA_cCDHU, United States, 1, Sainz Jr. enthused by Renault debut points, GB, 2017-10-24T00:45:43Z, gpupdate.net, 0.984487, The A-Team, 0.594303
 mMCUKQYYpwPU9GlvhgdszFzikeRPxyBXn2T7r4p6_optdqHMkyvp4A-sGA_cCDHU, United States, 1, Sainz Jr. enthused by Renault debut points, GB, 2017-10-24T00:45:43Z, gpupdate.net, 0.984487, TheStart, 0.590098
 mMCUKQYYpwPU9GlvhgdszFzikeRPxyBXn2T7r4p6_optdqHMkyvp4A-sGA_cCDHU, United States, 1, Sainz Jr. enthused by Renault debut points, GB, 2017-10-24T00:45:43Z, gpupdate.net, 0.984487, People from Madrid, 0.587053
 mMCUKQYYpwPU9GlvhgdszFzikeRPxyBXn2T7r4p6_optdqHMkyvp4A-sGA_cCDHU, United States, 1, Sainz Jr. enthused by Renault debut points, GB, 2017-10-24T00:45:43Z, gpupdate.net, 0.984487, Race, 0.574801
 mMCUKQYYpwPU9GlvhgdszFzikeRPxyBXn2T7r4p6_optdqHMkyvp4A-sGA_cCDHU, United States, 1, Sainz Jr. enthused by Renault debut points, GB, 2017-10-24T00:45:43Z, gpupdate.net, 0.984487, Confidence interval, 0.569008
 mMCUKQYYpwPU9GlvhgdszFzikeRPxyBXn2T7r4p6_optdqHMkyvp4A-sGA_cCDHU, United States, 1, Sainz Jr. enthused by Renault debut points, GB, 2017-10-24T00:45:43Z, gpupdate.net, 0.984487, Managing director, 0.563171
 mMCUKQYYpwPU9GlvhgdszFzikeRPxyBXn2T7r4p6_optdqHMkyvp4A-sGA_cCDHU, United States, 1, Sainz Jr. enthused by Renault debut points, GB, 2017-10-24T00:45:43Z, gpupdate.net, 0.984487, 1990 World Rally Championship season, 0.552875
 RPOVpds7WbbMbyKNLpy0pgm9IhFSGaM8Ly7DUzrN5VtRD6gGXQxzaGwCNZOc22IS, United States, 1, Dollar Climbs to Highest Level in More Than Three Months, FR, 2017-10-24T00:32:10Z, 4-traders.com, -0.0157005, United States dollar, 0.955618
 RPOVpds7WbbMbyKNLpy0pgm9IhFSGaM8Ly7DUzrN5VtRD6gGXQxzaGwCNZOc22IS, United States, 1, Dollar Climbs to Highest Level in More Than Three Months, FR, 2017-10-24T00:32:10Z, 4-traders.com, -0.0157005, United States Department of Commerce, 0.658126
 RPOVpds7WbbMbyKNLpy0pgm9IhFSGaM8Ly7DUzrN5VtRD6gGXQxzaGwCNZOc22IS, United States, 1, Dollar Climbs to Highest Level in More Than Three Months, FR, 2017-10-24T00:32:10Z, 4-traders.com, -0.0157005, Donald Trump, 0.612375
 RPOVpds7WbbMbyKNLpy0pgm9IhFSGaM8Ly7DUzrN5VtRD6gGXQxzaGwCNZOc22IS, United States, 1, Dollar Climbs to Highest Level in More Than Three Months, FR, 2017-10-24T00:32:10Z, 4-traders.com, -0.0157005, United States, 0.59681
 RPOVpds7WbbMbyKNLpy0pgm9IhFSGaM8Ly7DUzrN5VtRD6gGXQxzaGwCNZOc22IS, United States, 1, Dollar Climbs to Highest Level in More Than Three Months, FR, 2017-10-24T00:32:10Z, 4-traders.com, -0.0157005, United States Senate, 0.58346
 RPOVpds7WbbMbyKNLpy0pgm9IhFSGaM8Ly7DUzrN5VtRD6gGXQxzaGwCNZOc22IS, United States, 1, Dollar Climbs to Highest Level in More Than Three Months, FR, 2017-10-24T00:32:10Z, 4-traders.com, -0.0157005, Currency, 0.581799
 RPOVpds7WbbMbyKNLpy0pgm9IhFSGaM8Ly7DUzrN5VtRD6gGXQxzaGwCNZOc22IS, United States, 1, Dollar Climbs to Highest Level in More Than Three Months, FR, 2017-10-24T00:32:10Z, 4-traders.com, -0.0157005, Dollar, 0.560631
 RPOVpds7WbbMbyKNLpy0pgm9IhFSGaM8Ly7DUzrN5VtRD6gGXQxzaGwCNZOc22IS, United States, 1, Dollar Climbs to Highest Level in More Than Three Months, FR, 2017-10-24T00:32:10Z, 4-traders.com, -0.0157005, Taxation in the United States, 0.507579
 RPOVpds7WbbMbyKNLpy0pgm9IhFSGaM8Ly7DUzrN5VtRD6gGXQxzaGwCNZOc22IS, United States, 1, Dollar Climbs to Highest Level in More Than Three Months, FR, 2017-10-24T00:32:10Z, 4-traders.com, -0.0157005, United States Cabinet, 0.505027
 RPOVpds7WbbMbyKNLpy0pgm9IhFSGaM8Ly7DUzrN5VtRD6gGXQxzaGwCNZOc22IS, United States, 1, Dollar Climbs to Highest Level in More Than Three Months, FR, 2017-10-24T00:32:10Z, 4-traders.com, -0.0157005, Euro, 0.49774
 RPOVpds7WbbMbyKNLpy0pgm9IhFSGaM8Ly7DUzrN5VtRD6gGXQxzaGwCNZOc22IS, United States, 1, Dollar Climbs to Highest Level in More Than Three Months, FR, 2017-10-24T00:32:10Z, 4-traders.com, -0.0157005, President of the United States, 0.481153
 wSYICXEPJxGbBoTrjhGBBJGUgreRpteH9tY-10_Y74vFlj0JGFZvlzd8OeVxkBgM, United States, 1, China Outraces US In Quantum Computing And Quantum Encryption - Sci-Tech news - NewsLocker, NL, 2017-10-24T00:04:46Z, newslocker.com, 0.620467, United States, 0.944642
 wSYICXEPJxGbBoTrjhGBBJGUgreRpteH9tY-10_Y74vFlj0JGFZvlzd8OeVxkBgM, United States, 1, China Outraces US In Quantum Computing And Quantum Encryption - Sci-Tech news - NewsLocker, NL, 2017-10-24T00:04:46Z, newslocker.com, 0.620467, Government, 0.832444
 wSYICXEPJxGbBoTrjhGBBJGUgreRpteH9tY-10_Y74vFlj0JGFZvlzd8OeVxkBgM, United States, 1, China Outraces US In Quantum Computing And Quantum Encryption - Sci-Tech news - NewsLocker, NL, 2017-10-24T00:04:46Z, newslocker.com, 0.620467, Ministry of Truth, 0.747088
 wSYICXEPJxGbBoTrjhGBBJGUgreRpteH9tY-10_Y74vFlj0JGFZvlzd8OeVxkBgM, United States, 1, China Outraces US In Quantum Computing And Quantum Encryption - Sci-Tech news - NewsLocker, NL, 2017-10-24T00:04:46Z, newslocker.com, 0.620467, Cold War, 0.722121
 wSYICXEPJxGbBoTrjhGBBJGUgreRpteH9tY-10_Y74vFlj0JGFZvlzd8OeVxkBgM, United States, 1, China Outraces US In Quantum Computing And Quantum Encryption - Sci-Tech news - NewsLocker, NL, 2017-10-24T00:04:46Z, newslocker.com, 0.620467, Society, 0.655988
 wSYICXEPJxGbBoTrjhGBBJGUgreRpteH9tY-10_Y74vFlj0JGFZvlzd8OeVxkBgM, United States, 1, China Outraces US In Quantum Computing And Quantum Encryption - Sci-Tech news - NewsLocker, NL, 2017-10-24T00:04:46Z, newslocker.com, 0.620467, Economy of the People's Republic of China, 0.631365
 wSYICXEPJxGbBoTrjhGBBJGUgreRpteH9tY-10_Y74vFlj0JGFZvlzd8OeVxkBgM, United States, 1, China Outraces US In Quantum Computing And Quantum Encryption - Sci-Tech news - NewsLocker, NL, 2017-10-24T00:04:46Z, newslocker.com, 0.620467, Developed country, 0.622166
 wSYICXEPJxGbBoTrjhGBBJGUgreRpteH9tY-10_Y74vFlj0JGFZvlzd8OeVxkBgM, United States, 1, China Outraces US In Quantum Computing And Quantum Encryption - Sci-Tech news - NewsLocker, NL, 2017-10-24T00:04:46Z, newslocker.com, 0.620467, Canada, 0.605095
 wSYICXEPJxGbBoTrjhGBBJGUgreRpteH9tY-10_Y74vFlj0JGFZvlzd8OeVxkBgM, United States, 1, China Outraces US In Quantum Computing And Quantum Encryption - Sci-Tech news - NewsLocker, NL, 2017-10-24T00:04:46Z, newslocker.com, 0.620467, Tennessee, 0.603326
 wSYICXEPJxGbBoTrjhGBBJGUgreRpteH9tY-10_Y74vFlj0JGFZvlzd8OeVxkBgM, United States, 1, China Outraces US In Quantum Computing And Quantum Encryption - Sci-Tech news - NewsLocker, NL, 2017-10-24T00:04:46Z, newslocker.com, 0.620467, North American Free Trade Agreement, 0.598344
 wSYICXEPJxGbBoTrjhGBBJGUgreRpteH9tY-10_Y74vFlj0JGFZvlzd8OeVxkBgM, United States, 1, China Outraces US In Quantum Computing And Quantum Encryption - Sci-Tech news - NewsLocker, NL, 2017-10-24T00:04:46Z, newslocker.com, 0.620467, Photography, 0.597296
 wSYICXEPJxGbBoTrjhGBBJGUgreRpteH9tY-10_Y74vFlj0JGFZvlzd8OeVxkBgM, United States, 1, China Outraces US In Quantum Computing And Quantum Encryption - Sci-Tech news - NewsLocker, NL, 2017-10-24T00:04:46Z, newslocker.com, 0.620467, Ministry, 0.5874
 wSYICXEPJxGbBoTrjhGBBJGUgreRpteH9tY-10_Y74vFlj0JGFZvlzd8OeVxkBgM, United States, 1, China Outraces US In Quantum Computing And Quantum Encryption - Sci-Tech news - NewsLocker, NL, 2017-10-24T00:04:46Z, newslocker.com, 0.620467, Nazi Germany, 0.581119
 wSYICXEPJxGbBoTrjhGBBJGUgreRpteH9tY-10_Y74vFlj0JGFZvlzd8OeVxkBgM, United States, 1, China Outraces US In Quantum Computing And Quantum Encryption - Sci-Tech news - NewsLocker, NL, 2017-10-24T00:04:46Z, newslocker.com, 0.620467, United States dollar, 0.577062
 wSYICXEPJxGbBoTrjhGBBJGUgreRpteH9tY-10_Y74vFlj0JGFZvlzd8OeVxkBgM, United States, 1, China Outraces US In Quantum Computing And Quantum Encryption - Sci-Tech news - NewsLocker, NL, 2017-10-24T00:04:46Z, newslocker.com, 0.620467, Political philosophy, 0.576266
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Russia, 0.952638
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Moscow, 0.687474
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Russian Empire, 0.680878
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Boris Yeltsin, 0.666519
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Russian language, 0.650482
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Belarus, 0.526236
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Ukraine, 0.51478
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Prime Minister of Russia, 0.494701
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Boris Gryzlov, 0.488514
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Vladimir Putin, 0.485046
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, United Russia, 0.482792
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, United States, 0.467488
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Soviet Union, 0.462191
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Poland, 0.450014
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, George W. Bush, 0.448738
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Second Chechen War, 0.435422
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Boris Berezovsky, 0.428143
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Science, 0.414316
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Barack Obama, 0.411008
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Crimea, 0.408626
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Russian Academy of Sciences, 0.407667
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Armenia, 0.404275
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Iraq War, 0.399331
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Petroleum, 0.394599
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Ivan Rybkin, 0.381875
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Syria, 0.355387
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, NATO, 0.353963
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Saint Petersburg, 0.35308
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Azerbaijan, 0.345158
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Ukrainian presidential election  2004, 0.34216
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Russian Orthodox Church, 0.341953
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Kazakhstan, 0.340682
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Russian Language Institute, 0.332061
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Ukrainians, 0.329821
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, President of the United States, 0.329189
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Hair weave, 0.325084
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Russians, 0.324469
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Joseph Stalin, 0.319216
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Kaliningrad, 0.312366
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Democratic Party, 0.308798
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Saint Petersburg State University, 0.306724
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Federation Council of Russia, 0.306538
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Viktor Yanukovych, 0.301771
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, 1998 Russian financial crisis, 0.297572
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Turkey, 0.297084
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Current national leaders, 0.295199
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Polish language, 0.293031
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, 2008 South Ossetia war, 0.291597
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, World War II, 0.290095
 eNqOeiwisP8PtbLBltNGTDC96WLMQPcLNPBRETG0XiFs71PAUPVxdmfQTSSk-S_P, United States, 1, The head of Catalonia announced the consequences of the “stubbornness” of the EU, FR, 2017-10-24T02:02:00Z, the-newspapers.com, 0, Beslan school hostage crisis, 0.289459
 QWBuziulse7NQeOKvDbqvivYp74OQ2EoWlPI6gFVVU6ZhUMGWicJ7IubpVgRldnX, United States, 1, Staff Union Welcomes Next EPO President  Hopes For Dialogue, CH, 2017-10-24T02:21:13Z, ip-watch.org, 0.488997, Administrative Council of the European Patent Organisation, 0.977418
 QWBuziulse7NQeOKvDbqvivYp74OQ2EoWlPI6gFVVU6ZhUMGWicJ7IubpVgRldnX, United States, 1, Staff Union Welcomes Next EPO President  Hopes For Dialogue, CH, 2017-10-24T02:21:13Z, ip-watch.org, 0.488997, European Patent Office, 0.895711
 QWBuziulse7NQeOKvDbqvivYp74OQ2EoWlPI6gFVVU6ZhUMGWicJ7IubpVgRldnX, United States, 1, Staff Union Welcomes Next EPO President  Hopes For Dialogue, CH, 2017-10-24T02:21:13Z, ip-watch.org, 0.488997, Benoît Battistelli, 0.850796
 QWBuziulse7NQeOKvDbqvivYp74OQ2EoWlPI6gFVVU6ZhUMGWicJ7IubpVgRldnX, United States, 1, Staff Union Welcomes Next EPO President  Hopes For Dialogue, CH, 2017-10-24T02:21:13Z, ip-watch.org, 0.488997, Human rights, 0.723296
 QWBuziulse7NQeOKvDbqvivYp74OQ2EoWlPI6gFVVU6ZhUMGWicJ7IubpVgRldnX, United States, 1, Staff Union Welcomes Next EPO President  Hopes For Dialogue, CH, 2017-10-24T02:21:13Z, ip-watch.org, 0.488997, Law, 0.717238
 QWBuziulse7NQeOKvDbqvivYp74OQ2EoWlPI6gFVVU6ZhUMGWicJ7IubpVgRldnX, United States, 1, Staff Union Welcomes Next EPO President  Hopes For Dialogue, CH, 2017-10-24T02:21:13Z, ip-watch.org, 0.488997, European Patent Organisation, 0.700902
 QWBuziulse7NQeOKvDbqvivYp74OQ2EoWlPI6gFVVU6ZhUMGWicJ7IubpVgRldnX, United States, 1, Staff Union Welcomes Next EPO President  Hopes For Dialogue, CH, 2017-10-24T02:21:13Z, ip-watch.org, 0.488997, United States Patent and Trademark Office, 0.700563
