id, key, score, title, country, crawl_date, host, sentiment_score, concept, concept_relevance,
 a_vkmg0Kerrx4AVMr-ATRVpNFQPHKM_IOgyNRYfi8LxIhPCPMf2EXyenrgYJ5Oz1, Manchester United F.C., 1, Man Utd fly to Swansea ahead of Carabao Cup clash: Shaw  Tuanzebe and Jones spotted, GB, 2017-10-24T10:12:59Z, express.co.uk, -0.297562, Portugal, 0.634182
 a_vkmg0Kerrx4AVMr-ATRVpNFQPHKM_IOgyNRYfi8LxIhPCPMf2EXyenrgYJ5Oz1, Manchester United F.C., 1, Man Utd fly to Swansea ahead of Carabao Cup clash: Shaw  Tuanzebe and Jones spotted, GB, 2017-10-24T10:12:59Z, express.co.uk, -0.297562, Weekend, 0.633665
 a_vkmg0Kerrx4AVMr-ATRVpNFQPHKM_IOgyNRYfi8LxIhPCPMf2EXyenrgYJ5Oz1, Manchester United F.C., 1, Man Utd fly to Swansea ahead of Carabao Cup clash: Shaw  Tuanzebe and Jones spotted, GB, 2017-10-24T10:12:59Z, express.co.uk, -0.297562, Flight, 0.631738
 a_vkmg0Kerrx4AVMr-ATRVpNFQPHKM_IOgyNRYfi8LxIhPCPMf2EXyenrgYJ5Oz1, Manchester United F.C., 1, Man Utd fly to Swansea ahead of Carabao Cup clash: Shaw  Tuanzebe and Jones spotted, GB, 2017-10-24T10:12:59Z, express.co.uk, -0.297562, Workweek, 0.611321
 a_vkmg0Kerrx4AVMr-ATRVpNFQPHKM_IOgyNRYfi8LxIhPCPMf2EXyenrgYJ5Oz1, Manchester United F.C., 1, Man Utd fly to Swansea ahead of Carabao Cup clash: Shaw  Tuanzebe and Jones spotted, GB, 2017-10-24T10:12:59Z, express.co.uk, -0.297562, Sunday, 0.522963
 a_vkmg0Kerrx4AVMr-ATRVpNFQPHKM_IOgyNRYfi8LxIhPCPMf2EXyenrgYJ5Oz1, Manchester United F.C., 1, Man Utd fly to Swansea ahead of Carabao Cup clash: Shaw  Tuanzebe and Jones spotted, GB, 2017-10-24T10:12:59Z, express.co.uk, -0.297562, Aircraft, 0.51652
 a_vkmg0Kerrx4AVMr-ATRVpNFQPHKM_IOgyNRYfi8LxIhPCPMf2EXyenrgYJ5Oz1, Manchester United F.C., 1, Man Utd fly to Swansea ahead of Carabao Cup clash: Shaw  Tuanzebe and Jones spotted, GB, 2017-10-24T10:12:59Z, express.co.uk, -0.297562, Greater Manchester, 0.513123
 a_vkmg0Kerrx4AVMr-ATRVpNFQPHKM_IOgyNRYfi8LxIhPCPMf2EXyenrgYJ5Oz1, Manchester United F.C., 1, Man Utd fly to Swansea ahead of Carabao Cup clash: Shaw  Tuanzebe and Jones spotted, GB, 2017-10-24T10:12:59Z, express.co.uk, -0.297562, United Kingdom, 0.49769
 a_vkmg0Kerrx4AVMr-ATRVpNFQPHKM_IOgyNRYfi8LxIhPCPMf2EXyenrgYJ5Oz1, Manchester United F.C., 1, Man Utd fly to Swansea ahead of Carabao Cup clash: Shaw  Tuanzebe and Jones spotted, GB, 2017-10-24T10:12:59Z, express.co.uk, -0.297562, Plane, 0.496542
 a_vkmg0Kerrx4AVMr-ATRVpNFQPHKM_IOgyNRYfi8LxIhPCPMf2EXyenrgYJ5Oz1, Manchester United F.C., 1, Man Utd fly to Swansea ahead of Carabao Cup clash: Shaw  Tuanzebe and Jones spotted, GB, 2017-10-24T10:12:59Z, express.co.uk, -0.297562, Wing, 0.485067
 a_vkmg0Kerrx4AVMr-ATRVpNFQPHKM_IOgyNRYfi8LxIhPCPMf2EXyenrgYJ5Oz1, Manchester United F.C., 1, Man Utd fly to Swansea ahead of Carabao Cup clash: Shaw  Tuanzebe and Jones spotted, GB, 2017-10-24T10:12:59Z, express.co.uk, -0.297562, Portuguese people, 0.482084
 a_vkmg0Kerrx4AVMr-ATRVpNFQPHKM_IOgyNRYfi8LxIhPCPMf2EXyenrgYJ5Oz1, Manchester United F.C., 1, Man Utd fly to Swansea ahead of Carabao Cup clash: Shaw  Tuanzebe and Jones spotted, GB, 2017-10-24T10:12:59Z, express.co.uk, -0.297562, Boarding, 0.479909
 a_vkmg0Kerrx4AVMr-ATRVpNFQPHKM_IOgyNRYfi8LxIhPCPMf2EXyenrgYJ5Oz1, Manchester United F.C., 1, Man Utd fly to Swansea ahead of Carabao Cup clash: Shaw  Tuanzebe and Jones spotted, GB, 2017-10-24T10:12:59Z, express.co.uk, -0.297562, English-language films, 0.478285
 a_vkmg0Kerrx4AVMr-ATRVpNFQPHKM_IOgyNRYfi8LxIhPCPMf2EXyenrgYJ5Oz1, Manchester United F.C., 1, Man Utd fly to Swansea ahead of Carabao Cup clash: Shaw  Tuanzebe and Jones spotted, GB, 2017-10-24T10:12:59Z, express.co.uk, -0.297562, José Mourinho, 0.470341
 a_vkmg0Kerrx4AVMr-ATRVpNFQPHKM_IOgyNRYfi8LxIhPCPMf2EXyenrgYJ5Oz1, Manchester United F.C., 1, Man Utd fly to Swansea ahead of Carabao Cup clash: Shaw  Tuanzebe and Jones spotted, GB, 2017-10-24T10:12:59Z, express.co.uk, -0.297562, Board game, 0.466503
 a_vkmg0Kerrx4AVMr-ATRVpNFQPHKM_IOgyNRYfi8LxIhPCPMf2EXyenrgYJ5Oz1, Manchester United F.C., 1, Man Utd fly to Swansea ahead of Carabao Cup clash: Shaw  Tuanzebe and Jones spotted, GB, 2017-10-24T10:12:59Z, express.co.uk, -0.297562, Euclidean geometry, 0.454167
 a_vkmg0Kerrx4AVMr-ATRVpNFQPHKM_IOgyNRYfi8LxIhPCPMf2EXyenrgYJ5Oz1, Manchester United F.C., 1, Man Utd fly to Swansea ahead of Carabao Cup clash: Shaw  Tuanzebe and Jones spotted, GB, 2017-10-24T10:12:59Z, express.co.uk, -0.297562, Hardcase, 0.452466
 a_vkmg0Kerrx4AVMr-ATRVpNFQPHKM_IOgyNRYfi8LxIhPCPMf2EXyenrgYJ5Oz1, Manchester United F.C., 1, Man Utd fly to Swansea ahead of Carabao Cup clash: Shaw  Tuanzebe and Jones spotted, GB, 2017-10-24T10:12:59Z, express.co.uk, -0.297562, Physical trauma, 0.447695
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, FC Barcelona, 0.966444
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Cristiano Ronaldo, 0.827251
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, UEFA Team of the Year, 0.789509
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, 2006 FIFA World Cup players, 0.788939
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, 2006 FIFA World Cup, 0.788091
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, FC Barcelona season 2009–10, 0.722281
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Premier League players, 0.709683
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, FIFA World Player of the Year, 0.698594
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Real Madrid C.F., 0.698389
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, 2010 FIFA World Cup qualification, 0.683385
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Lionel Messi, 0.649976
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, UEFA Euro 2008, 0.642341
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Ballon d'Or, 0.638733
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Manchester United F.C., 0.62845
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, 2009 UEFA Champions League Final, 0.628109
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, FIFPro, 0.597488
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Forward, 0.580769
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, FIFA Club World Cup, 0.576959
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Juventus F.C., 0.574651
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Bravo Award, 0.568077
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Germany national football team, 0.554646
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, La Liga footballers, 0.527426
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, UEFA Euro 2008 players, 0.520805
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Association football forwards, 0.502566
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Onze d'Or, 0.490627
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, FC Barcelona season 2008–09, 0.490059
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, FC Barcelona season 2007–08, 0.481328
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Bayer 04 Leverkusen, 0.478382
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Gianluigi Buffon, 0.469906
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, La Liga, 0.466359
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Zlatan Ibrahimović, 0.466325
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, FC Barcelona season 2006–07, 0.458177
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Andrés Iniesta, 0.456819
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Diario Marca, 0.43907
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Premier League, 0.430263
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Gordon Strachan, 0.429842
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, 2008 FIFA World Player of the Year, 0.418197
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, FC Barcelona footballers, 0.41716
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Serie A footballers, 0.415895
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Wayne Rooney, 0.40461
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, UEFA Euro 2004, 0.400433
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Toni Kroos, 0.398677
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Arturo Vidal, 0.396033
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Italy national football team, 0.388484
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Voting, 0.383073
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Republic of Ireland, 0.379423
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, UEFA Club Footballer of the Year, 0.379052
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Middlesbrough F.C., 0.370185
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, 2002 FIFA World Cup players, 0.366811
 4zl4IexNSzdpZBaBFnb9cImwJhxHrUf15-ri8tjlaUcMR85v6RSZSt74QJ6wnwu4, Manchester United F.C., 1, Neymar reveals what he said to Lionel Messi after former Barcelona team-mates reunite at Best FIFA Awards, IE, 2017-10-24T10:12:59Z, mirror.co.uk, 0.294189, Don Balón Award, 0.36419
 G7py0zXCkIBbNYZJnyZgDp52vBJXL2Qjf4WhSkF18zeZ91-JtDwBODwNI3CtD3Ov, Manchester United F.C., 1, USWNT star Rapinoe: 'FIFA doesn't really care' about women's soccer, GB, 2017-10-24T07:16:38Z, goal.com, -0.556981, Cristiano Ronaldo, 0.983147
 G7py0zXCkIBbNYZJnyZgDp52vBJXL2Qjf4WhSkF18zeZ91-JtDwBODwNI3CtD3Ov, Manchester United F.C., 1, USWNT star Rapinoe: 'FIFA doesn't really care' about women's soccer, GB, 2017-10-24T07:16:38Z, goal.com, -0.556981, Lionel Messi, 0.812963
 G7py0zXCkIBbNYZJnyZgDp52vBJXL2Qjf4WhSkF18zeZ91-JtDwBODwNI3CtD3Ov, Manchester United F.C., 1, USWNT star Rapinoe: 'FIFA doesn't really care' about women's soccer, GB, 2017-10-24T07:16:38Z, goal.com, -0.556981, FIFA World Player of the Year, 0.751512
 G7py0zXCkIBbNYZJnyZgDp52vBJXL2Qjf4WhSkF18zeZ91-JtDwBODwNI3CtD3Ov, Manchester United F.C., 1, USWNT star Rapinoe: 'FIFA doesn't really care' about women's soccer, GB, 2017-10-24T07:16:38Z, goal.com, -0.556981, United States women's national soccer team, 0.742487
 G7py0zXCkIBbNYZJnyZgDp52vBJXL2Qjf4WhSkF18zeZ91-JtDwBODwNI3CtD3Ov, Manchester United F.C., 1, USWNT star Rapinoe: 'FIFA doesn't really care' about women's soccer, GB, 2017-10-24T07:16:38Z, goal.com, -0.556981, FIFA Club World Cup, 0.7302
 G7py0zXCkIBbNYZJnyZgDp52vBJXL2Qjf4WhSkF18zeZ91-JtDwBODwNI3CtD3Ov, Manchester United F.C., 1, USWNT star Rapinoe: 'FIFA doesn't really care' about women's soccer, GB, 2017-10-24T07:16:38Z, goal.com, -0.556981, Real Madrid C.F., 0.719384
 G7py0zXCkIBbNYZJnyZgDp52vBJXL2Qjf4WhSkF18zeZ91-JtDwBODwNI3CtD3Ov, Manchester United F.C., 1, USWNT star Rapinoe: 'FIFA doesn't really care' about women's soccer, GB, 2017-10-24T07:16:38Z, goal.com, -0.556981, Association football, 0.659485
 G7py0zXCkIBbNYZJnyZgDp52vBJXL2Qjf4WhSkF18zeZ91-JtDwBODwNI3CtD3Ov, Manchester United F.C., 1, USWNT star Rapinoe: 'FIFA doesn't really care' about women's soccer, GB, 2017-10-24T07:16:38Z, goal.com, -0.556981, La Liga, 0.636685
 G7py0zXCkIBbNYZJnyZgDp52vBJXL2Qjf4WhSkF18zeZ91-JtDwBODwNI3CtD3Ov, Manchester United F.C., 1, USWNT star Rapinoe: 'FIFA doesn't really care' about women's soccer, GB, 2017-10-24T07:16:38Z, goal.com, -0.556981, Manchester United F.C., 0.539889
 G7py0zXCkIBbNYZJnyZgDp52vBJXL2Qjf4WhSkF18zeZ91-JtDwBODwNI3CtD3Ov, Manchester United F.C., 1, USWNT star Rapinoe: 'FIFA doesn't really care' about women's soccer, GB, 2017-10-24T07:16:38Z, goal.com, -0.556981, Ronaldo, 0.526975
 G7py0zXCkIBbNYZJnyZgDp52vBJXL2Qjf4WhSkF18zeZ91-JtDwBODwNI3CtD3Ov, Manchester United F.C., 1, USWNT star Rapinoe: 'FIFA doesn't really care' about women's soccer, GB, 2017-10-24T07:16:38Z, goal.com, -0.556981, FIFA World Cup, 0.506703
 G7py0zXCkIBbNYZJnyZgDp52vBJXL2Qjf4WhSkF18zeZ91-JtDwBODwNI3CtD3Ov, Manchester United F.C., 1, USWNT star Rapinoe: 'FIFA doesn't really care' about women's soccer, GB, 2017-10-24T07:16:38Z, goal.com, -0.556981, Ballon d'Or, 0.486912
 G7py0zXCkIBbNYZJnyZgDp52vBJXL2Qjf4WhSkF18zeZ91-JtDwBODwNI3CtD3Ov, Manchester United F.C., 1, USWNT star Rapinoe: 'FIFA doesn't really care' about women's soccer, GB, 2017-10-24T07:16:38Z, goal.com, -0.556981, FC Barcelona, 0.486519
 G7py0zXCkIBbNYZJnyZgDp52vBJXL2Qjf4WhSkF18zeZ91-JtDwBODwNI3CtD3Ov, Manchester United F.C., 1, USWNT star Rapinoe: 'FIFA doesn't really care' about women's soccer, GB, 2017-10-24T07:16:38Z, goal.com, -0.556981, Forward, 0.474353
 G7py0zXCkIBbNYZJnyZgDp52vBJXL2Qjf4WhSkF18zeZ91-JtDwBODwNI3CtD3Ov, Manchester United F.C., 1, USWNT star Rapinoe: 'FIFA doesn't really care' about women's soccer, GB, 2017-10-24T07:16:38Z, goal.com, -0.556981, Ronaldinho, 0.44945
 G7py0zXCkIBbNYZJnyZgDp52vBJXL2Qjf4WhSkF18zeZ91-JtDwBODwNI3CtD3Ov, Manchester United F.C., 1, USWNT star Rapinoe: 'FIFA doesn't really care' about women's soccer, GB, 2017-10-24T07:16:38Z, goal.com, -0.556981, Wayne Rooney, 0.436153
