id, key, score, title, country, crawl_date, host, sentiment_score, concept, concept_relevance,
 Y8KR_ISjh2FYGzOBE8Xx2KtLKjZnRhcB2FCQSERYjzKWEdZ9PZHcC1in3JlioXdd, United States, 1, Invest in film industry  govt urged, LS, 2017-10-24T10:46:56Z, sundayexpress.co.ls, 0.0945718, Narrative, 0.529122
 Y8KR_ISjh2FYGzOBE8Xx2KtLKjZnRhcB2FCQSERYjzKWEdZ9PZHcC1in3JlioXdd, United States, 1, Invest in film industry  govt urged, LS, 2017-10-24T10:46:56Z, sundayexpress.co.ls, 0.0945718, Silicon, 0.526887
 Y8KR_ISjh2FYGzOBE8Xx2KtLKjZnRhcB2FCQSERYjzKWEdZ9PZHcC1in3JlioXdd, United States, 1, Invest in film industry  govt urged, LS, 2017-10-24T10:46:56Z, sundayexpress.co.ls, 0.0945718, South Africa, 0.516086
 Y8KR_ISjh2FYGzOBE8Xx2KtLKjZnRhcB2FCQSERYjzKWEdZ9PZHcC1in3JlioXdd, United States, 1, Invest in film industry  govt urged, LS, 2017-10-24T10:46:56Z, sundayexpress.co.ls, 0.0945718, Silicon Valley, 0.505202
 Y8KR_ISjh2FYGzOBE8Xx2KtLKjZnRhcB2FCQSERYjzKWEdZ9PZHcC1in3JlioXdd, United States, 1, Invest in film industry  govt urged, LS, 2017-10-24T10:46:56Z, sundayexpress.co.ls, 0.0945718, Diplomatic recognition, 0.503345
 Y8KR_ISjh2FYGzOBE8Xx2KtLKjZnRhcB2FCQSERYjzKWEdZ9PZHcC1in3JlioXdd, United States, 1, Invest in film industry  govt urged, LS, 2017-10-24T10:46:56Z, sundayexpress.co.ls, 0.0945718, Africa, 0.498069
 Y8KR_ISjh2FYGzOBE8Xx2KtLKjZnRhcB2FCQSERYjzKWEdZ9PZHcC1in3JlioXdd, United States, 1, Invest in film industry  govt urged, LS, 2017-10-24T10:46:56Z, sundayexpress.co.ls, 0.0945718, Basotho, 0.4948
 Y8KR_ISjh2FYGzOBE8Xx2KtLKjZnRhcB2FCQSERYjzKWEdZ9PZHcC1in3JlioXdd, United States, 1, Invest in film industry  govt urged, LS, 2017-10-24T10:46:56Z, sundayexpress.co.ls, 0.0945718, 2016, 0.494549
 Y8KR_ISjh2FYGzOBE8Xx2KtLKjZnRhcB2FCQSERYjzKWEdZ9PZHcC1in3JlioXdd, United States, 1, Invest in film industry  govt urged, LS, 2017-10-24T10:46:56Z, sundayexpress.co.ls, 0.0945718, Film festival, 0.49324
 Y8KR_ISjh2FYGzOBE8Xx2KtLKjZnRhcB2FCQSERYjzKWEdZ9PZHcC1in3JlioXdd, United States, 1, Invest in film industry  govt urged, LS, 2017-10-24T10:46:56Z, sundayexpress.co.ls, 0.0945718, A Story, 0.476882
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Federal government of the United States, 0.960301
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, United States, 0.959469
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, United States Senate, 0.830968
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Appeal, 0.800943
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Sovereign state, 0.788566
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, State, 0.758031
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, U.S. state, 0.73676
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Senate, 0.72455
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, State governments of the United States, 0.709603
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Infrastructure, 0.650317
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Government, 0.646268
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, United States Constitution, 0.57303
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, United States Congress, 0.567104
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Sokoto State, 0.566877
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Road, 0.559568
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Washington  D.C., 0.546587
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, President of the United States, 0.546393
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, States of Germany, 0.531478
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, State, 0.523617
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Legislatures, 0.478738
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Bavaria, 0.47574
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Governor, 0.466939
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Law, 0.462378
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Federal government, 0.458378
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Pink Floyd, 0.457747
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Connecticut, 0.440803
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Upper house, 0.435314
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Roman Senate, 0.434613
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, House of Representatives, 0.431007
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Louisiana, 0.408074
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Government House, 0.404415
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Democracy, 0.401847
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Political philosophy, 0.401608
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Nigeria, 0.397733
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, American Samoa, 0.397312
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Senate of Thailand, 0.39687
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Parliament, 0.395158
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Vice President of the United States, 0.388438
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Puerto Rico, 0.385717
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Civil engineering, 0.38466
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Impeachment in the United States, 0.377068
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, United States Cabinet, 0.372934
 _e18VZYEJ7U0VEayssRBhbDCdU7BsCpaxiAnjLOTxtYzNbObCugGSEPJVQMpgF02, United States, 1, Tambuwal: Handover federal roads to states  Sokoto Governor appeals to FG, NG, 2017-10-24T10:53:31Z, pulse.ng, 0.588108, Law of the United States, 0.371933
 BUQ85o0r8jvnNgLlb3TKC7pZQ4dJEYS9Hv8JzJhJ8O58mz4Ir7O_bh3fkv0APByh, United States, 1, Zuma’s lawyers: Only the president can establish commissions of inquiry, ZA, 2017-10-24T11:05:07Z, 360news.co.za, 0, President of the United States, 0.960057
 BUQ85o0r8jvnNgLlb3TKC7pZQ4dJEYS9Hv8JzJhJ8O58mz4Ir7O_bh3fkv0APByh, United States, 1, Zuma’s lawyers: Only the president can establish commissions of inquiry, ZA, 2017-10-24T11:05:07Z, 360news.co.za, 0, President, 0.81081
 BUQ85o0r8jvnNgLlb3TKC7pZQ4dJEYS9Hv8JzJhJ8O58mz4Ir7O_bh3fkv0APByh, United States, 1, Zuma’s lawyers: Only the president can establish commissions of inquiry, ZA, 2017-10-24T11:05:07Z, 360news.co.za, 0, Judge, 0.674513
 BUQ85o0r8jvnNgLlb3TKC7pZQ4dJEYS9Hv8JzJhJ8O58mz4Ir7O_bh3fkv0APByh, United States, 1, Zuma’s lawyers: Only the president can establish commissions of inquiry, ZA, 2017-10-24T11:05:07Z, 360news.co.za, 0, United States, 0.660281
 BUQ85o0r8jvnNgLlb3TKC7pZQ4dJEYS9Hv8JzJhJ8O58mz4Ir7O_bh3fkv0APByh, United States, 1, Zuma’s lawyers: Only the president can establish commissions of inquiry, ZA, 2017-10-24T11:05:07Z, 360news.co.za, 0, Remedial action, 0.54558
 BUQ85o0r8jvnNgLlb3TKC7pZQ4dJEYS9Hv8JzJhJ8O58mz4Ir7O_bh3fkv0APByh, United States, 1, Zuma’s lawyers: Only the president can establish commissions of inquiry, ZA, 2017-10-24T11:05:07Z, 360news.co.za, 0, High Court of Justice, 0.53046
 BUQ85o0r8jvnNgLlb3TKC7pZQ4dJEYS9Hv8JzJhJ8O58mz4Ir7O_bh3fkv0APByh, United States, 1, Zuma’s lawyers: Only the president can establish commissions of inquiry, ZA, 2017-10-24T11:05:07Z, 360news.co.za, 0, Lawyer, 0.504596
 8EZCBbuCWaXw5h6nDeauJGYg1iQToWBpZhQzJN_dJcn1PBujI3dmIn6A35XiLke1, United States, 1, BBOG condoles with US over soldiers’ death, NG, 2017-10-24T06:47:11Z, dailytrust.com.ng, 0.11954, United States, 0.972918
 8EZCBbuCWaXw5h6nDeauJGYg1iQToWBpZhQzJN_dJcn1PBujI3dmIn6A35XiLke1, United States, 1, BBOG condoles with US over soldiers’ death, NG, 2017-10-24T06:47:11Z, dailytrust.com.ng, 0.11954, Navy, 0.691271
 8EZCBbuCWaXw5h6nDeauJGYg1iQToWBpZhQzJN_dJcn1PBujI3dmIn6A35XiLke1, United States, 1, BBOG condoles with US over soldiers’ death, NG, 2017-10-24T06:47:11Z, dailytrust.com.ng, 0.11954, United States Navy, 0.619862
 8EZCBbuCWaXw5h6nDeauJGYg1iQToWBpZhQzJN_dJcn1PBujI3dmIn6A35XiLke1, United States, 1, BBOG condoles with US over soldiers’ death, NG, 2017-10-24T06:47:11Z, dailytrust.com.ng, 0.11954, Gulf War, 0.598599
 8EZCBbuCWaXw5h6nDeauJGYg1iQToWBpZhQzJN_dJcn1PBujI3dmIn6A35XiLke1, United States, 1, BBOG condoles with US over soldiers’ death, NG, 2017-10-24T06:47:11Z, dailytrust.com.ng, 0.11954, United States Coast Guard, 0.576787
 8EZCBbuCWaXw5h6nDeauJGYg1iQToWBpZhQzJN_dJcn1PBujI3dmIn6A35XiLke1, United States, 1, BBOG condoles with US over soldiers’ death, NG, 2017-10-24T06:47:11Z, dailytrust.com.ng, 0.11954, Nigeria, 0.539602
 8EZCBbuCWaXw5h6nDeauJGYg1iQToWBpZhQzJN_dJcn1PBujI3dmIn6A35XiLke1, United States, 1, BBOG condoles with US over soldiers’ death, NG, 2017-10-24T06:47:11Z, dailytrust.com.ng, 0.11954, United States Public Health Service Commissioned Corps, 0.51075
 8EZCBbuCWaXw5h6nDeauJGYg1iQToWBpZhQzJN_dJcn1PBujI3dmIn6A35XiLke1, United States, 1, BBOG condoles with US over soldiers’ death, NG, 2017-10-24T06:47:11Z, dailytrust.com.ng, 0.11954, Niger, 0.510125
 8EZCBbuCWaXw5h6nDeauJGYg1iQToWBpZhQzJN_dJcn1PBujI3dmIn6A35XiLke1, United States, 1, BBOG condoles with US over soldiers’ death, NG, 2017-10-24T06:47:11Z, dailytrust.com.ng, 0.11954, United States Marine Corps, 0.486908
 8EZCBbuCWaXw5h6nDeauJGYg1iQToWBpZhQzJN_dJcn1PBujI3dmIn6A35XiLke1, United States, 1, BBOG condoles with US over soldiers’ death, NG, 2017-10-24T06:47:11Z, dailytrust.com.ng, 0.11954, Joint Chiefs of Staff, 0.478001
 8EZCBbuCWaXw5h6nDeauJGYg1iQToWBpZhQzJN_dJcn1PBujI3dmIn6A35XiLke1, United States, 1, BBOG condoles with US over soldiers’ death, NG, 2017-10-24T06:47:11Z, dailytrust.com.ng, 0.11954, Star Trek: Deep Space Nine, 0.464805
 8EZCBbuCWaXw5h6nDeauJGYg1iQToWBpZhQzJN_dJcn1PBujI3dmIn6A35XiLke1, United States, 1, BBOG condoles with US over soldiers’ death, NG, 2017-10-24T06:47:11Z, dailytrust.com.ng, 0.11954, Confederate States of America, 0.423984
 8EZCBbuCWaXw5h6nDeauJGYg1iQToWBpZhQzJN_dJcn1PBujI3dmIn6A35XiLke1, United States, 1, BBOG condoles with US over soldiers’ death, NG, 2017-10-24T06:47:11Z, dailytrust.com.ng, 0.11954, U.S. state, 0.421146
 8EZCBbuCWaXw5h6nDeauJGYg1iQToWBpZhQzJN_dJcn1PBujI3dmIn6A35XiLke1, United States, 1, BBOG condoles with US over soldiers’ death, NG, 2017-10-24T06:47:11Z, dailytrust.com.ng, 0.11954, President of the United States, 0.417167
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Monetary policy, 0.980916
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, United States dollar, 0.828752
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Euro, 0.69308
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Federal government of the United States, 0.661509
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Central bank, 0.628888
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Currency, 0.584229
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Bank of Japan, 0.555297
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Fiscal policy, 0.549606
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, ISO 4217, 0.535223
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Money supply, 0.529173
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Japanese yen, 0.519669
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Inflation, 0.516527
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Keynesian economics, 0.507041
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Public finance, 0.506475
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Policy, 0.493349
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, European Central Bank, 0.47718
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, United States Senate, 0.465489
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Dollar, 0.46347
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Federal Reserve System, 0.450784
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, United States, 0.443898
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, New Deal, 0.419943
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, European Union, 0.414526
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Interest rate, 0.411447
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Unemployment, 0.404897
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Currency sign, 0.401101
