id, key, score, title, country, crawl_date, host, sentiment_score, concept, concept_relevance,
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Monetary policy, 0.980916
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, United States dollar, 0.828752
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Euro, 0.69308
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Federal government of the United States, 0.661509
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Central bank, 0.628888
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Currency, 0.584229
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Bank of Japan, 0.555297
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Fiscal policy, 0.549606
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, ISO 4217, 0.535223
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Money supply, 0.529173
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Japanese yen, 0.519669
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Inflation, 0.516527
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Keynesian economics, 0.507041
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Public finance, 0.506475
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Policy, 0.493349
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, European Central Bank, 0.47718
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, United States Senate, 0.465489
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Dollar, 0.46347
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Federal Reserve System, 0.450784
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, United States, 0.443898
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, New Deal, 0.419943
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, European Union, 0.414526
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Interest rate, 0.411447
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Unemployment, 0.404897
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Currency sign, 0.401101
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Exchange rate, 0.355869
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Cent, 0.354461
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Canadian dollar, 0.345036
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Macroeconomics, 0.344855
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Fiscal year, 0.342005
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Gold standard, 0.341803
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Government, 0.339801
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Money, 0.32989
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Bretton Woods system, 0.328734
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Cayman Islands dollar, 0.321595
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Eurozone, 0.318063
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, President of the United States, 0.307871
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Implementation, 0.305795
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Pound sterling, 0.305443
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Bank of England, 0.303418
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Lower house, 0.299831
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Tax reform, 0.297046
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Quantitative easing, 0.2963
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Democratic Party, 0.292158
 0yMygjsga68QkIcvIPxd0dwj5xxh8xutvmNbaEdXDkQnkvKsIJTgHWor_FfNh24q, President of the United States, 1, Dollar Climbs to Three-month High  Adds 0.25%, NG, 2017-10-24T06:47:11Z, bizwatchnigeria.ng, -0.203893, Yield, 0.29106
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Nigeria, 0.976336
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Local Government Areas of Nigeria, 0.80726
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Jacob Zuma, 0.715599
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, President of Nigeria, 0.537478
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Vladimir Putin, 0.537142
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Muhammadu Buhari, 0.532831
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Vice President of the United States, 0.496677
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Ibrahim Babangida, 0.495369
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, President, 0.492031
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Umaru Yar'Adua, 0.472718
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Shehu Shagari, 0.459621
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, President of the United States, 0.450563
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Olusegun Obasanjo, 0.40438
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Abuja, 0.40328
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Robert Mugabe, 0.368362
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Sani Abacha, 0.355776
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Goodluck Jonathan, 0.344018
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Wrasse Records, 0.335662
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Lagos, 0.330739
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Federal government of the United States, 0.316235
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Politics of Nigeria, 0.308876
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Thabo Mbeki, 0.293239
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Fela Kuti, 0.281022
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, States of Nigeria, 0.276826
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Democratic Party, 0.272839
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Lagos State, 0.266965
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Head of state, 0.261766
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Kgalema Motlanthe, 0.260618
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Nigerian general election  2007, 0.260146
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, United States, 0.259512
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Governor, 0.259185
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, History of Nigeria, 0.253253
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, United States Congress, 0.243738
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Elections in Nigeria, 0.237799
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Ijaw, 0.235902
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Jigawa State, 0.235108
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Niger Delta, 0.234862
 EzSduj3-OmW5noQzzIdttc3Cgscqyn4g0t1gSJXhCRDD-aevo5dq9OksgNWhRPpr, President of the United States, 1, Buhari and ‘benefit of the doubt’ - Usman Abubakar, NG, 2017-10-24T06:39:47Z, reubenabati.com.ng, -0.330302, Ernest Shonekan, 0.234161
 jRxA8BOyic0zQliKlcMOAuA9AsILtwmIQS8RoES0KDlAq6PkO7b06MOeT0uuxTog, President of the United States, 1, Zuma challenges public protector’s recommendation on state capture report, ZA, 2017-10-24T05:50:25Z, heraldlive.co.za, -0.265686, Law, 0.954933
 jRxA8BOyic0zQliKlcMOAuA9AsILtwmIQS8RoES0KDlAq6PkO7b06MOeT0uuxTog, President of the United States, 1, Zuma challenges public protector’s recommendation on state capture report, ZA, 2017-10-24T05:50:25Z, heraldlive.co.za, -0.265686, President, 0.886077
 jRxA8BOyic0zQliKlcMOAuA9AsILtwmIQS8RoES0KDlAq6PkO7b06MOeT0uuxTog, President of the United States, 1, Zuma challenges public protector’s recommendation on state capture report, ZA, 2017-10-24T05:50:25Z, heraldlive.co.za, -0.265686, Jacob Zuma, 0.874496
 jRxA8BOyic0zQliKlcMOAuA9AsILtwmIQS8RoES0KDlAq6PkO7b06MOeT0uuxTog, President of the United States, 1, Zuma challenges public protector’s recommendation on state capture report, ZA, 2017-10-24T05:50:25Z, heraldlive.co.za, -0.265686, Judge, 0.870777
 jRxA8BOyic0zQliKlcMOAuA9AsILtwmIQS8RoES0KDlAq6PkO7b06MOeT0uuxTog, President of the United States, 1, Zuma challenges public protector’s recommendation on state capture report, ZA, 2017-10-24T05:50:25Z, heraldlive.co.za, -0.265686, Judiciary, 0.822653
 jRxA8BOyic0zQliKlcMOAuA9AsILtwmIQS8RoES0KDlAq6PkO7b06MOeT0uuxTog, President of the United States, 1, Zuma challenges public protector’s recommendation on state capture report, ZA, 2017-10-24T05:50:25Z, heraldlive.co.za, -0.265686, Jury, 0.68549
 jRxA8BOyic0zQliKlcMOAuA9AsILtwmIQS8RoES0KDlAq6PkO7b06MOeT0uuxTog, President of the United States, 1, Zuma challenges public protector’s recommendation on state capture report, ZA, 2017-10-24T05:50:25Z, heraldlive.co.za, -0.265686, United States Constitution, 0.680587
 jRxA8BOyic0zQliKlcMOAuA9AsILtwmIQS8RoES0KDlAq6PkO7b06MOeT0uuxTog, President of the United States, 1, Zuma challenges public protector’s recommendation on state capture report, ZA, 2017-10-24T05:50:25Z, heraldlive.co.za, -0.265686, Common law, 0.674561
 jRxA8BOyic0zQliKlcMOAuA9AsILtwmIQS8RoES0KDlAq6PkO7b06MOeT0uuxTog, President of the United States, 1, Zuma challenges public protector’s recommendation on state capture report, ZA, 2017-10-24T05:50:25Z, heraldlive.co.za, -0.265686, Separation of powers, 0.673334
 jRxA8BOyic0zQliKlcMOAuA9AsILtwmIQS8RoES0KDlAq6PkO7b06MOeT0uuxTog, President of the United States, 1, Zuma challenges public protector’s recommendation on state capture report, ZA, 2017-10-24T05:50:25Z, heraldlive.co.za, -0.265686, President of the United States, 0.668797
 jRxA8BOyic0zQliKlcMOAuA9AsILtwmIQS8RoES0KDlAq6PkO7b06MOeT0uuxTog, President of the United States, 1, Zuma challenges public protector’s recommendation on state capture report, ZA, 2017-10-24T05:50:25Z, heraldlive.co.za, -0.265686, Royal Commission, 0.662286
 jRxA8BOyic0zQliKlcMOAuA9AsILtwmIQS8RoES0KDlAq6PkO7b06MOeT0uuxTog, President of the United States, 1, Zuma challenges public protector’s recommendation on state capture report, ZA, 2017-10-24T05:50:25Z, heraldlive.co.za, -0.265686, Tribunal, 0.648399
 jRxA8BOyic0zQliKlcMOAuA9AsILtwmIQS8RoES0KDlAq6PkO7b06MOeT0uuxTog, President of the United States, 1, Zuma challenges public protector’s recommendation on state capture report, ZA, 2017-10-24T05:50:25Z, heraldlive.co.za, -0.265686, United States, 0.637814
