id, key, score, title, country, crawl_date, host, sentiment_score, concept, concept_relevance,
 gVNqdv0UsFTUQEpNTb4T6VjSwCQ1AspWEaxhM8j1LSdVJOFyq86F-EqGW6UdHcMl, United States, 1, White House: Kelly needn’t apologize to Florida Rep. Wilson, CA, 2017-10-24T04:33:49Z, 680news.com, -0.559667, Franklin D. Roosevelt, 0.501546
 gVNqdv0UsFTUQEpNTb4T6VjSwCQ1AspWEaxhM8j1LSdVJOFyq86F-EqGW6UdHcMl, United States, 1, White House: Kelly needn’t apologize to Florida Rep. Wilson, CA, 2017-10-24T04:33:49Z, 680news.com, -0.559667, Barbara Lee, 0.499209
 gVNqdv0UsFTUQEpNTb4T6VjSwCQ1AspWEaxhM8j1LSdVJOFyq86F-EqGW6UdHcMl, United States, 1, White House: Kelly needn’t apologize to Florida Rep. Wilson, CA, 2017-10-24T04:33:49Z, 680news.com, -0.559667, John Conyers, 0.485135
 gVNqdv0UsFTUQEpNTb4T6VjSwCQ1AspWEaxhM8j1LSdVJOFyq86F-EqGW6UdHcMl, United States, 1, White House: Kelly needn’t apologize to Florida Rep. Wilson, CA, 2017-10-24T04:33:49Z, 680news.com, -0.559667, Caucus, 0.484399
 gVNqdv0UsFTUQEpNTb4T6VjSwCQ1AspWEaxhM8j1LSdVJOFyq86F-EqGW6UdHcMl, United States, 1, White House: Kelly needn’t apologize to Florida Rep. Wilson, CA, 2017-10-24T04:33:49Z, 680news.com, -0.559667, Ivana Trump, 0.482757
 gVNqdv0UsFTUQEpNTb4T6VjSwCQ1AspWEaxhM8j1LSdVJOFyq86F-EqGW6UdHcMl, United States, 1, White House: Kelly needn’t apologize to Florida Rep. Wilson, CA, 2017-10-24T04:33:49Z, 680news.com, -0.559667, Fred Trump, 0.481654
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, American football, 0.959349
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Colonial Athletic Association, 0.882908
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, University of New Hampshire, 0.712287
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, University of Massachusetts Lowell, 0.697203
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Massachusetts, 0.608707
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, New Hampshire, 0.580124
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, New England, 0.579898
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Ice hockey, 0.55715
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Voting, 0.545733
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Hockey East, 0.537209
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, England, 0.531383
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, University of Massachusetts, 0.521685
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Association football, 0.514479
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Springfield  Massachusetts, 0.513142
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Hockey, 0.508273
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Sunday, 0.487322
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Westfield State College, 0.474278
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Week-day names, 0.462698
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Stony Brook University, 0.460037
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Football, 0.456818
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Westfield  Massachusetts, 0.455133
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, James Madison University, 0.452636
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, America East Conference, 0.452434
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Democracy, 0.451368
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Days of the week, 0.449437
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, New Hampshire Wildcats, 0.440515
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Saturday, 0.439275
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Monday, 0.435963
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Vermont, 0.431241
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, 17, 0.430142
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, New England Association of Schools and Colleges, 0.42958
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, United States, 0.418259
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Street hockey, 0.40887
 vINWW7eFRANdkIwHJc4QvYqcDko4EXj72rff9zH-GLsyTPrRcKtalUlhBHBpQdFi, United States, 1, UNH hockey  football teams move up in polls, US, 2017-10-24T04:18:20Z, newhampshire.com, -0.417366, Lowell  Massachusetts, 0.405049
 HCZDhW3kLhCCr94kUCxuDi3gC1_pCz4E3MSuknGa4Fs3XDtJvEZ9k_MVllbB05PP, United States, 1, Feizy Debuts Crayola™-branded Products in Brazil, US, 2017-10-24T04:25:07Z, ruginsider.com, 0.582146, São Paulo, 0.955805
 HCZDhW3kLhCCr94kUCxuDi3gC1_pCz4E3MSuknGa4Fs3XDtJvEZ9k_MVllbB05PP, United States, 1, Feizy Debuts Crayola™-branded Products in Brazil, US, 2017-10-24T04:25:07Z, ruginsider.com, 0.582146, Sales, 0.769772
 HCZDhW3kLhCCr94kUCxuDi3gC1_pCz4E3MSuknGa4Fs3XDtJvEZ9k_MVllbB05PP, United States, 1, Feizy Debuts Crayola™-branded Products in Brazil, US, 2017-10-24T04:25:07Z, ruginsider.com, 0.582146, Brazil, 0.630909
 HCZDhW3kLhCCr94kUCxuDi3gC1_pCz4E3MSuknGa4Fs3XDtJvEZ9k_MVllbB05PP, United States, 1, Feizy Debuts Crayola™-branded Products in Brazil, US, 2017-10-24T04:25:07Z, ruginsider.com, 0.582146, Americas, 0.60729
 HCZDhW3kLhCCr94kUCxuDi3gC1_pCz4E3MSuknGa4Fs3XDtJvEZ9k_MVllbB05PP, United States, 1, Feizy Debuts Crayola™-branded Products in Brazil, US, 2017-10-24T04:25:07Z, ruginsider.com, 0.582146, Latin America, 0.578544
 HCZDhW3kLhCCr94kUCxuDi3gC1_pCz4E3MSuknGa4Fs3XDtJvEZ9k_MVllbB05PP, United States, 1, Feizy Debuts Crayola™-branded Products in Brazil, US, 2017-10-24T04:25:07Z, ruginsider.com, 0.582146, Marketing, 0.519544
 HCZDhW3kLhCCr94kUCxuDi3gC1_pCz4E3MSuknGa4Fs3XDtJvEZ9k_MVllbB05PP, United States, 1, Feizy Debuts Crayola™-branded Products in Brazil, US, 2017-10-24T04:25:07Z, ruginsider.com, 0.582146, Customer service, 0.488461
 HCZDhW3kLhCCr94kUCxuDi3gC1_pCz4E3MSuknGa4Fs3XDtJvEZ9k_MVllbB05PP, United States, 1, Feizy Debuts Crayola™-branded Products in Brazil, US, 2017-10-24T04:25:07Z, ruginsider.com, 0.582146, Retailing, 0.467426
 HCZDhW3kLhCCr94kUCxuDi3gC1_pCz4E3MSuknGa4Fs3XDtJvEZ9k_MVllbB05PP, United States, 1, Feizy Debuts Crayola™-branded Products in Brazil, US, 2017-10-24T04:25:07Z, ruginsider.com, 0.582146, United States, 0.461968
 HCZDhW3kLhCCr94kUCxuDi3gC1_pCz4E3MSuknGa4Fs3XDtJvEZ9k_MVllbB05PP, United States, 1, Feizy Debuts Crayola™-branded Products in Brazil, US, 2017-10-24T04:25:07Z, ruginsider.com, 0.582146, Rio de Janeiro, 0.448786
 HCZDhW3kLhCCr94kUCxuDi3gC1_pCz4E3MSuknGa4Fs3XDtJvEZ9k_MVllbB05PP, United States, 1, Feizy Debuts Crayola™-branded Products in Brazil, US, 2017-10-24T04:25:07Z, ruginsider.com, 0.582146, South America, 0.43003
 HCZDhW3kLhCCr94kUCxuDi3gC1_pCz4E3MSuknGa4Fs3XDtJvEZ9k_MVllbB05PP, United States, 1, Feizy Debuts Crayola™-branded Products in Brazil, US, 2017-10-24T04:25:07Z, ruginsider.com, 0.582146, Belo Horizonte, 0.407239
 HCZDhW3kLhCCr94kUCxuDi3gC1_pCz4E3MSuknGa4Fs3XDtJvEZ9k_MVllbB05PP, United States, 1, Feizy Debuts Crayola™-branded Products in Brazil, US, 2017-10-24T04:25:07Z, ruginsider.com, 0.582146, Rug, 0.39013
 HCZDhW3kLhCCr94kUCxuDi3gC1_pCz4E3MSuknGa4Fs3XDtJvEZ9k_MVllbB05PP, United States, 1, Feizy Debuts Crayola™-branded Products in Brazil, US, 2017-10-24T04:25:07Z, ruginsider.com, 0.582146, Consultative selling, 0.383505
 HCZDhW3kLhCCr94kUCxuDi3gC1_pCz4E3MSuknGa4Fs3XDtJvEZ9k_MVllbB05PP, United States, 1, Feizy Debuts Crayola™-branded Products in Brazil, US, 2017-10-24T04:25:07Z, ruginsider.com, 0.582146, Antonio Jose Guzman, 0.379609
 HCZDhW3kLhCCr94kUCxuDi3gC1_pCz4E3MSuknGa4Fs3XDtJvEZ9k_MVllbB05PP, United States, 1, Feizy Debuts Crayola™-branded Products in Brazil, US, 2017-10-24T04:25:07Z, ruginsider.com, 0.582146, E-mail, 0.372798
 HCZDhW3kLhCCr94kUCxuDi3gC1_pCz4E3MSuknGa4Fs3XDtJvEZ9k_MVllbB05PP, United States, 1, Feizy Debuts Crayola™-branded Products in Brazil, US, 2017-10-24T04:25:07Z, ruginsider.com, 0.582146, Portuguese language, 0.357336
 HCZDhW3kLhCCr94kUCxuDi3gC1_pCz4E3MSuknGa4Fs3XDtJvEZ9k_MVllbB05PP, United States, 1, Feizy Debuts Crayola™-branded Products in Brazil, US, 2017-10-24T04:25:07Z, ruginsider.com, 0.582146, German language, 0.356383
 HCZDhW3kLhCCr94kUCxuDi3gC1_pCz4E3MSuknGa4Fs3XDtJvEZ9k_MVllbB05PP, United States, 1, Feizy Debuts Crayola™-branded Products in Brazil, US, 2017-10-24T04:25:07Z, ruginsider.com, 0.582146, Carpet, 0.35493
 sulE9uFZYQN1JdWFi7CB28P7rEFqJsp-XYQkI1vniqW3U_iyAitMObdLpNjZo1EJ, English-language films, 1, Police: Man steals ambulance with crew still aboard | ABC27, US, 2017-10-24T01:16:35Z, abc27.com, -0.550213, Geisinger Medical Center, 0.921923
 sulE9uFZYQN1JdWFi7CB28P7rEFqJsp-XYQkI1vniqW3U_iyAitMObdLpNjZo1EJ, English-language films, 1, Police: Man steals ambulance with crew still aboard | ABC27, US, 2017-10-24T01:16:35Z, abc27.com, -0.550213, James Earl Jones, 0.857735
 sulE9uFZYQN1JdWFi7CB28P7rEFqJsp-XYQkI1vniqW3U_iyAitMObdLpNjZo1EJ, English-language films, 1, Police: Man steals ambulance with crew still aboard | ABC27, US, 2017-10-24T01:16:35Z, abc27.com, -0.550213, English-language films, 0.833988
 sulE9uFZYQN1JdWFi7CB28P7rEFqJsp-XYQkI1vniqW3U_iyAitMObdLpNjZo1EJ, English-language films, 1, Police: Man steals ambulance with crew still aboard | ABC27, US, 2017-10-24T01:16:35Z, abc27.com, -0.550213, Danville  Pennsylvania, 0.712
 sulE9uFZYQN1JdWFi7CB28P7rEFqJsp-XYQkI1vniqW3U_iyAitMObdLpNjZo1EJ, English-language films, 1, Police: Man steals ambulance with crew still aboard | ABC27, US, 2017-10-24T01:16:35Z, abc27.com, -0.550213, Geisinger Health System, 0.6928
 sulE9uFZYQN1JdWFi7CB28P7rEFqJsp-XYQkI1vniqW3U_iyAitMObdLpNjZo1EJ, English-language films, 1, Police: Man steals ambulance with crew still aboard | ABC27, US, 2017-10-24T01:16:35Z, abc27.com, -0.550213, Crew, 0.68
 sulE9uFZYQN1JdWFi7CB28P7rEFqJsp-XYQkI1vniqW3U_iyAitMObdLpNjZo1EJ, English-language films, 1, Police: Man steals ambulance with crew still aboard | ABC27, US, 2017-10-24T01:16:35Z, abc27.com, -0.550213, American films, 0.659012
 sulE9uFZYQN1JdWFi7CB28P7rEFqJsp-XYQkI1vniqW3U_iyAitMObdLpNjZo1EJ, English-language films, 1, Police: Man steals ambulance with crew still aboard | ABC27, US, 2017-10-24T01:16:35Z, abc27.com, -0.550213, Films based on novels, 0.657165
 sulE9uFZYQN1JdWFi7CB28P7rEFqJsp-XYQkI1vniqW3U_iyAitMObdLpNjZo1EJ, English-language films, 1, Police: Man steals ambulance with crew still aboard | ABC27, US, 2017-10-24T01:16:35Z, abc27.com, -0.550213, Van, 0.648
 sulE9uFZYQN1JdWFi7CB28P7rEFqJsp-XYQkI1vniqW3U_iyAitMObdLpNjZo1EJ, English-language films, 1, Police: Man steals ambulance with crew still aboard | ABC27, US, 2017-10-24T01:16:35Z, abc27.com, -0.550213, Henry Winkler, 0.642286
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Storm, 0.953818
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Oklahoma, 0.813557
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Wind, 0.704959
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Mary Fallin, 0.618493
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Iowa, 0.594841
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Jari Askins, 0.593132
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Brad Henry, 0.589466
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Thunderstorm, 0.589294
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Precipitation, 0.538802
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, American films, 0.520252
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Meteorology, 0.518893
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Frank Keating, 0.514868
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Weather, 0.494573
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Sioux City  Iowa, 0.466341
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Lieutenant Governor of Oklahoma, 0.46123
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Governor of Oklahoma, 0.450564
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Tornado, 0.436713
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, University of Oklahoma, 0.422173
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Water, 0.420879
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, English-language films, 0.415053
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, KTIV, 0.412356
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Tropical cyclone, 0.411764
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, The Beach Boys, 0.409015
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Storm, 0.407284
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Black-and-white films, 0.405315
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Cyclone, 0.401122
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Riverwind Casino, 0.39836
 Pw8RAh7rp9G1yi-0NeVMyqzDaOXwJB9BKfcwA4YxqF6XOSec9SNhlJPkbgUtFx7j, English-language films, 1, A tornado touched down in Norman  Oklahoma  causing some damage - KTIV News 4 Sioux City IA: News  Weather and Sports, US, 2017-10-24T01:16:35Z, ktiv.com, -0.361767, Hail, 0.38627
