id, key, score, title, country, crawl_date, host, sentiment_score, concept, concept_relevance,
 IcfbDphNjflOTP1zKO6VmGJ8cZBiWENIrR7usheFXJo_C-g3YzhNo_bflSMhWp8x, People's Republic of China, 1, Brie trade deal: China lifts soft cheese ban | Life   Living, LB, 2017-10-24T06:14:27Z, dailystar.com.lb, 0.683207, European Council, 0.642368
 IcfbDphNjflOTP1zKO6VmGJ8cZBiWENIrR7usheFXJo_C-g3YzhNo_bflSMhWp8x, People's Republic of China, 1, Brie trade deal: China lifts soft cheese ban | Life   Living, LB, 2017-10-24T06:14:27Z, dailystar.com.lb, 0.683207, German language, 0.64169
 IcfbDphNjflOTP1zKO6VmGJ8cZBiWENIrR7usheFXJo_C-g3YzhNo_bflSMhWp8x, People's Republic of China, 1, Brie trade deal: China lifts soft cheese ban | Life   Living, LB, 2017-10-24T06:14:27Z, dailystar.com.lb, 0.683207, European Coal and Steel Community, 0.635126
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Communist Party of China, 0.950471
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, People's Republic of China, 0.878659
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Mao Zedong, 0.764119
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Shanghai, 0.648773
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Deng Xiaoping, 0.607168
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Marxism, 0.529265
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Communism, 0.5245
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, China, 0.489142
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Hu Jintao, 0.470556
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Beijing, 0.442961
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, President of the People's Republic of China, 0.435787
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Jiang Zemin, 0.432142
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Hua Guofeng, 0.422523
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Cultural Revolution, 0.418383
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Hu Yaobang, 0.417952
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Chinese Civil War, 0.412924
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, North Korea, 0.403537
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Great Leap Forward, 0.402705
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Republic of China, 0.385564
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Chinese People's Political Consultative Conference, 0.383537
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Zhou Enlai, 0.381806
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Second Sino-Japanese War, 0.35573
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Leaders of the Communist Party of China, 0.352839
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Maoism, 0.349771
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Jiang Qing, 0.346767
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Han Chinese, 0.344967
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Chen Duxiu, 0.341278
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Liu Shaoqi, 0.33836
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Socialist People's Republic of Albania, 0.337325
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Political parties, 0.328912
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Kang Sheng, 0.322869
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, People's Daily, 0.318562
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Qin Shi Huang, 0.317407
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Zeng Qinghong, 0.312251
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Chiang Kai-shek, 0.309478
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Chairman of the Communist Party of China, 0.304279
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Sino-Soviet split, 0.304056
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Overseas Chinese, 0.302454
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Tiananmen Square protests of 1989, 0.300301
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Lin Biao, 0.299092
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Socialism, 0.285624
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Zhongnanhai, 0.280106
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Communist state, 0.27846
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Xi Jinping, 0.274123
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Long March, 0.257515
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Mainland China, 0.25668
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Economy of the People's Republic of China, 0.255557
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Qing Dynasty, 0.251591
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, People's Liberation Army, 0.247552
 3VBd86oOmDObkl0qJ8LqsTt-xV8QN1qhMzn9mRf3V17u7c3ppPgoZMJl-HbUB_tH, People's Republic of China, 1, Xi gets stronger  his thoughts included in Party constitution, IN, 2017-10-24T07:38:04Z, dailypioneer.com, 0.870717, Central Asia, 0.247225
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Lebanon, 0.980131
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, United Nations, 0.948922
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Jordan, 0.846215
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Education, 0.784878
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Syria, 0.735637
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Lebanese people, 0.599362
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Golan Heights, 0.597866
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, United Nations High Commissioner for Refugees, 0.557914
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Refugee, 0.55266
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, China, 0.549746
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, League of Nations, 0.537358
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Western Sahara, 0.535205
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Burma, 0.535163
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Maronite Church, 0.520207
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Fertile Crescent, 0.491741
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Silk Road, 0.486251
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Lebanese Civil War, 0.476743
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Israel, 0.475469
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Mediterranean Sea, 0.474133
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Hezbollah, 0.454907
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Republic of China, 0.445201
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Ethnic group, 0.438287
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, School, 0.435003
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Palestinian people, 0.434806
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Allies of World War II, 0.433005
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Mesopotamia, 0.432844
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Drought, 0.429431
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Vietnam War, 0.428125
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Canada, 0.426497
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, People's Republic of China, 0.426469
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Turkey, 0.425573
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Han Chinese, 0.417313
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, World War II, 0.416848
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Druze, 0.411212
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Arabic language, 0.403651
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, UNESCO, 0.400863
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, United States, 0.399288
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Damascus, 0.393535
 gH-mrVnFasjYUKLpo-tPKm-YG3GLUkdZJLcRLHz9IfBlnjRvilqaw-bu5mwZkn6E, People's Republic of China, 1, China provides educational supplies to 86 000 Syrian refugees in Lebanon, CN, 2017-10-24T07:38:04Z, en.gmw.cn, 0.757239, Levant, 0.39203
 SevAXanfFSA4NvvF3eKSemeI9SF4s7hCUMGIUrRBRJbo9OfuM87iExIuhtr7dJTD, People's Republic of China, 1, Industrial drone testing gains dedicated airspace in northeast China, CN, 2017-10-24T05:45:56Z, ecns.cn, -0.0144662, Shenyang, 0.95758
 SevAXanfFSA4NvvF3eKSemeI9SF4s7hCUMGIUrRBRJbo9OfuM87iExIuhtr7dJTD, People's Republic of China, 1, Industrial drone testing gains dedicated airspace in northeast China, CN, 2017-10-24T05:45:56Z, ecns.cn, -0.0144662, Unmanned aerial vehicle, 0.770507
 SevAXanfFSA4NvvF3eKSemeI9SF4s7hCUMGIUrRBRJbo9OfuM87iExIuhtr7dJTD, People's Republic of China, 1, Industrial drone testing gains dedicated airspace in northeast China, CN, 2017-10-24T05:45:56Z, ecns.cn, -0.0144662, Liaoning, 0.686872
