id, key, score, title, country, crawl_date, host, sentiment_score, concept, concept_relevance,
 HNANynIWsnd_5BdYFzF2co8OwzHmTx3UI-EjIWSOdrEPCWoR-trQSiHFnIayxTHW, India, 1, Delhi Based Healthcare Startup OHM Healthcare Receives Pre-Series A Funding, IN, 2017-10-24T02:51:09Z, newsvoir.com, 0.632953, British Raj, 0.677079
 HNANynIWsnd_5BdYFzF2co8OwzHmTx3UI-EjIWSOdrEPCWoR-trQSiHFnIayxTHW, India, 1, Delhi Based Healthcare Startup OHM Healthcare Receives Pre-Series A Funding, IN, 2017-10-24T02:51:09Z, newsvoir.com, 0.632953, Funding, 0.644805
 HNANynIWsnd_5BdYFzF2co8OwzHmTx3UI-EjIWSOdrEPCWoR-trQSiHFnIayxTHW, India, 1, Delhi Based Healthcare Startup OHM Healthcare Receives Pre-Series A Funding, IN, 2017-10-24T02:51:09Z, newsvoir.com, 0.632953, Team, 0.625751
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, Burma, 0.969128
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, Rakhine State, 0.671794
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, Bangladesh, 0.63022
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, Refugee, 0.566855
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, Rohingya people, 0.535294
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, Bay of Bengal, 0.517201
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, Chittagong, 0.502376
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, Border checkpoint, 0.448052
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, India, 0.441588
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, Islam, 0.383866
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, Fishing, 0.374078
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, Cox's Bazar, 0.362372
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, Fisherman, 0.358028
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, Border guard, 0.356
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, Bengal, 0.352215
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, Lieutenant Colonel, 0.342152
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, Border guards, 0.34
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, Displaced person, 0.337238
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, Iraq War troop surge of 2007, 0.335326
 0n5IS87AefIUVn6C_VA9Ck-o-s6g4etPxDL0Jtjmvw4THybSKbA3zrhrLPgYyVGf, India, 1, Thousands of Rohingyas waiting to enter Bangladesh, BD, 2017-10-24T01:16:35Z, en.prothom-alo.com, -0.432386, Bangladesh Liberation War, 0.334379
 np3F1cGpViWASBJxSBiO09IUYNSyGExiKu6IX-ymsZ81s2I-eb5cSt_HZ2yYXoL4, India, 1, India’s Gandhi scion seeks revival in PM Modi’s backyard | Reuters, IN, 2017-10-24T01:08:47Z, firstpost.com, -0.76397, India, 0.980125
 np3F1cGpViWASBJxSBiO09IUYNSyGExiKu6IX-ymsZ81s2I-eb5cSt_HZ2yYXoL4, India, 1, India’s Gandhi scion seeks revival in PM Modi’s backyard | Reuters, IN, 2017-10-24T01:08:47Z, firstpost.com, -0.76397, Sri Lanka, 0.919762
 np3F1cGpViWASBJxSBiO09IUYNSyGExiKu6IX-ymsZ81s2I-eb5cSt_HZ2yYXoL4, India, 1, India’s Gandhi scion seeks revival in PM Modi’s backyard | Reuters, IN, 2017-10-24T01:08:47Z, firstpost.com, -0.76397, South Asia, 0.884384
 np3F1cGpViWASBJxSBiO09IUYNSyGExiKu6IX-ymsZ81s2I-eb5cSt_HZ2yYXoL4, India, 1, India’s Gandhi scion seeks revival in PM Modi’s backyard | Reuters, IN, 2017-10-24T01:08:47Z, firstpost.com, -0.76397, Commonwealth of Nations, 0.825445
 np3F1cGpViWASBJxSBiO09IUYNSyGExiKu6IX-ymsZ81s2I-eb5cSt_HZ2yYXoL4, India, 1, India’s Gandhi scion seeks revival in PM Modi’s backyard | Reuters, IN, 2017-10-24T01:08:47Z, firstpost.com, -0.76397, Pakistan, 0.807332
 np3F1cGpViWASBJxSBiO09IUYNSyGExiKu6IX-ymsZ81s2I-eb5cSt_HZ2yYXoL4, India, 1, India’s Gandhi scion seeks revival in PM Modi’s backyard | Reuters, IN, 2017-10-24T01:08:47Z, firstpost.com, -0.76397, South Asian Association for Regional Cooperation, 0.765689
 np3F1cGpViWASBJxSBiO09IUYNSyGExiKu6IX-ymsZ81s2I-eb5cSt_HZ2yYXoL4, India, 1, India’s Gandhi scion seeks revival in PM Modi’s backyard | Reuters, IN, 2017-10-24T01:08:47Z, firstpost.com, -0.76397, Islam, 0.699444
 np3F1cGpViWASBJxSBiO09IUYNSyGExiKu6IX-ymsZ81s2I-eb5cSt_HZ2yYXoL4, India, 1, India’s Gandhi scion seeks revival in PM Modi’s backyard | Reuters, IN, 2017-10-24T01:08:47Z, firstpost.com, -0.76397, Members of the Commonwealth of Nations, 0.663173
 np3F1cGpViWASBJxSBiO09IUYNSyGExiKu6IX-ymsZ81s2I-eb5cSt_HZ2yYXoL4, India, 1, India’s Gandhi scion seeks revival in PM Modi’s backyard | Reuters, IN, 2017-10-24T01:08:47Z, firstpost.com, -0.76397, Buddhism, 0.651024
 np3F1cGpViWASBJxSBiO09IUYNSyGExiKu6IX-ymsZ81s2I-eb5cSt_HZ2yYXoL4, India, 1, India’s Gandhi scion seeks revival in PM Modi’s backyard | Reuters, IN, 2017-10-24T01:08:47Z, firstpost.com, -0.76397, Bollywood, 0.629218
 np3F1cGpViWASBJxSBiO09IUYNSyGExiKu6IX-ymsZ81s2I-eb5cSt_HZ2yYXoL4, India, 1, India’s Gandhi scion seeks revival in PM Modi’s backyard | Reuters, IN, 2017-10-24T01:08:47Z, firstpost.com, -0.76397, Countries of the Indian Ocean, 0.616718
 np3F1cGpViWASBJxSBiO09IUYNSyGExiKu6IX-ymsZ81s2I-eb5cSt_HZ2yYXoL4, India, 1, India’s Gandhi scion seeks revival in PM Modi’s backyard | Reuters, IN, 2017-10-24T01:08:47Z, firstpost.com, -0.76397, Indian Ocean, 0.59399
 np3F1cGpViWASBJxSBiO09IUYNSyGExiKu6IX-ymsZ81s2I-eb5cSt_HZ2yYXoL4, India, 1, India’s Gandhi scion seeks revival in PM Modi’s backyard | Reuters, IN, 2017-10-24T01:08:47Z, firstpost.com, -0.76397, English-speaking countries and territories, 0.591834
 np3F1cGpViWASBJxSBiO09IUYNSyGExiKu6IX-ymsZ81s2I-eb5cSt_HZ2yYXoL4, India, 1, India’s Gandhi scion seeks revival in PM Modi’s backyard | Reuters, IN, 2017-10-24T01:08:47Z, firstpost.com, -0.76397, Tamil language, 0.585352
 np3F1cGpViWASBJxSBiO09IUYNSyGExiKu6IX-ymsZ81s2I-eb5cSt_HZ2yYXoL4, India, 1, India’s Gandhi scion seeks revival in PM Modi’s backyard | Reuters, IN, 2017-10-24T01:08:47Z, firstpost.com, -0.76397, Bay of Bengal, 0.585008
 np3F1cGpViWASBJxSBiO09IUYNSyGExiKu6IX-ymsZ81s2I-eb5cSt_HZ2yYXoL4, India, 1, India’s Gandhi scion seeks revival in PM Modi’s backyard | Reuters, IN, 2017-10-24T01:08:47Z, firstpost.com, -0.76397, Bangladesh, 0.581514
 np3F1cGpViWASBJxSBiO09IUYNSyGExiKu6IX-ymsZ81s2I-eb5cSt_HZ2yYXoL4, India, 1, India’s Gandhi scion seeks revival in PM Modi’s backyard | Reuters, IN, 2017-10-24T01:08:47Z, firstpost.com, -0.76397, Sanskrit, 0.54581
 np3F1cGpViWASBJxSBiO09IUYNSyGExiKu6IX-ymsZ81s2I-eb5cSt_HZ2yYXoL4, India, 1, India’s Gandhi scion seeks revival in PM Modi’s backyard | Reuters, IN, 2017-10-24T01:08:47Z, firstpost.com, -0.76397, Zimbabwe, 0.529746
 np3F1cGpViWASBJxSBiO09IUYNSyGExiKu6IX-ymsZ81s2I-eb5cSt_HZ2yYXoL4, India, 1, India’s Gandhi scion seeks revival in PM Modi’s backyard | Reuters, IN, 2017-10-24T01:08:47Z, firstpost.com, -0.76397, Sindh, 0.529349
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, India, 0.979352
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, Sri Lanka, 0.869152
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, South Asia, 0.831076
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, Commonwealth of Nations, 0.758334
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, Pakistan, 0.755181
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, South Asian Association for Regional Cooperation, 0.718162
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, Islam, 0.676196
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, Members of the Commonwealth of Nations, 0.619616
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, Buddhism, 0.608468
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, Bollywood, 0.588397
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, Countries of the Indian Ocean, 0.57713
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, Tamil language, 0.538981
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, English-speaking countries and territories, 0.538923
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, Bangladesh, 0.530638
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, Zimbabwe, 0.529031
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, Indian Ocean, 0.528602
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, Bay of Bengal, 0.527077
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, British Empire, 0.500487
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, Sanskrit, 0.497512
 _56kvNOY2-o2eYoxtMxbX-8UkKX8rTe9gHMIiwyQUvK8270AJfXD6ijs58vN6NdL, India, 1, Britain’s Lloyds launches 500 million sterling fund for small companies | Reuters, IN, 2017-10-24T01:31:04Z, firstpost.com, -0.81612, Sindh, 0.489568
 i8rLfrnkrl79wGe-LcXwV8C4jTVqIuLP1OVD9nc-bjul0j1bUjv09Yr4tSeq_Fq3, India, 1, BJP fomenting trouble: Kodiyeri, IN, 2017-10-24T03:15:03Z, thehindu.com, 0, India, 0.953044
 i8rLfrnkrl79wGe-LcXwV8C4jTVqIuLP1OVD9nc-bjul0j1bUjv09Yr4tSeq_Fq3, India, 1, BJP fomenting trouble: Kodiyeri, IN, 2017-10-24T03:15:03Z, thehindu.com, 0, Bharatiya Janata Party, 0.896735
 i8rLfrnkrl79wGe-LcXwV8C4jTVqIuLP1OVD9nc-bjul0j1bUjv09Yr4tSeq_Fq3, India, 1, BJP fomenting trouble: Kodiyeri, IN, 2017-10-24T03:15:03Z, thehindu.com, 0, Indian National Congress, 0.817425
 i8rLfrnkrl79wGe-LcXwV8C4jTVqIuLP1OVD9nc-bjul0j1bUjv09Yr4tSeq_Fq3, India, 1, BJP fomenting trouble: Kodiyeri, IN, 2017-10-24T03:15:03Z, thehindu.com, 0, Communist Party of India, 0.797293
 i8rLfrnkrl79wGe-LcXwV8C4jTVqIuLP1OVD9nc-bjul0j1bUjv09Yr4tSeq_Fq3, India, 1, BJP fomenting trouble: Kodiyeri, IN, 2017-10-24T03:15:03Z, thehindu.com, 0, Lal Krishna Advani, 0.710131
 i8rLfrnkrl79wGe-LcXwV8C4jTVqIuLP1OVD9nc-bjul0j1bUjv09Yr4tSeq_Fq3, India, 1, BJP fomenting trouble: Kodiyeri, IN, 2017-10-24T03:15:03Z, thehindu.com, 0, Bharatiya Jana Sangh, 0.644869
 i8rLfrnkrl79wGe-LcXwV8C4jTVqIuLP1OVD9nc-bjul0j1bUjv09Yr4tSeq_Fq3, India, 1, BJP fomenting trouble: Kodiyeri, IN, 2017-10-24T03:15:03Z, thehindu.com, 0, Gujarat, 0.635381
 i8rLfrnkrl79wGe-LcXwV8C4jTVqIuLP1OVD9nc-bjul0j1bUjv09Yr4tSeq_Fq3, India, 1, BJP fomenting trouble: Kodiyeri, IN, 2017-10-24T03:15:03Z, thehindu.com, 0, Bihar, 0.633761
 i8rLfrnkrl79wGe-LcXwV8C4jTVqIuLP1OVD9nc-bjul0j1bUjv09Yr4tSeq_Fq3, India, 1, BJP fomenting trouble: Kodiyeri, IN, 2017-10-24T03:15:03Z, thehindu.com, 0, Madhya Pradesh, 0.630498
 i8rLfrnkrl79wGe-LcXwV8C4jTVqIuLP1OVD9nc-bjul0j1bUjv09Yr4tSeq_Fq3, India, 1, BJP fomenting trouble: Kodiyeri, IN, 2017-10-24T03:15:03Z, thehindu.com, 0, National Democratic Alliance, 0.608957
 i8rLfrnkrl79wGe-LcXwV8C4jTVqIuLP1OVD9nc-bjul0j1bUjv09Yr4tSeq_Fq3, India, 1, BJP fomenting trouble: Kodiyeri, IN, 2017-10-24T03:15:03Z, thehindu.com, 0, Kerala, 0.586788
 i8rLfrnkrl79wGe-LcXwV8C4jTVqIuLP1OVD9nc-bjul0j1bUjv09Yr4tSeq_Fq3, India, 1, BJP fomenting trouble: Kodiyeri, IN, 2017-10-24T03:15:03Z, thehindu.com, 0, Atal Bihari Vajpayee, 0.565861
 i8rLfrnkrl79wGe-LcXwV8C4jTVqIuLP1OVD9nc-bjul0j1bUjv09Yr4tSeq_Fq3, India, 1, BJP fomenting trouble: Kodiyeri, IN, 2017-10-24T03:15:03Z, thehindu.com, 0, Sushma Swaraj, 0.557996
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, India, 0.983652
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, Bharatiya Janata Party, 0.93875
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, Narendra Modi, 0.8197
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, Karnataka, 0.8091
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, Tamil Nadu, 0.79616
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, Indian National Congress, 0.765345
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, Gujarat, 0.717747
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, Lok Sabha, 0.709483
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, Shiv Sena, 0.620457
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, Madhya Pradesh, 0.607256
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, Maharashtra, 0.582732
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, Chennai, 0.576432
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, Lal Krishna Advani, 0.565754
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, 2002 Gujarat violence, 0.55366
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, Joseph Vijay, 0.5196
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, Bharatiya Jana Sangh, 0.514596
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, Delhi, 0.504474
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, United Progressive Alliance, 0.492894
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, National Democratic Alliance, 0.492384
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, Atal Bihari Vajpayee, 0.447352
 AxvKyZmm_aYqWlxgpM_OXM3IxLZLBt_dVjPntx8c7O3KFLbcHEayeXhl1S5PcWdB, India, 1, Police complaint lodged against Vijay in Madurai over dialogues in ‘Mersal’ | The News Minute, SG, 2017-10-24T03:27:39Z, thenewsminute.com, 0.00666587, Sushma Swaraj, 0.444608
