id, key, score, title, country, crawl_date, host, sentiment_score, concept, concept_relevance,
 Qe83LcRTT3Ln1jTeQ-37T5sMaojasd4qrs5BzvC_p1Sbo4cm3zQjVjbxDpyRl9YO, United States, 1, Germany's top finance watchdog: 'We all will pay a price' for Brexit, AU, 2017-10-24T10:46:56Z, businessinsider.com, -0.0783759, Costs, 0.456159
 Qe83LcRTT3Ln1jTeQ-37T5sMaojasd4qrs5BzvC_p1Sbo4cm3zQjVjbxDpyRl9YO, United States, 1, Germany's top finance watchdog: 'We all will pay a price' for Brexit, AU, 2017-10-24T10:46:56Z, businessinsider.com, -0.0783759, United States, 0.455381
 Qe83LcRTT3Ln1jTeQ-37T5sMaojasd4qrs5BzvC_p1Sbo4cm3zQjVjbxDpyRl9YO, United States, 1, Germany's top finance watchdog: 'We all will pay a price' for Brexit, AU, 2017-10-24T10:46:56Z, businessinsider.com, -0.0783759, Regulation, 0.454736
 Qe83LcRTT3Ln1jTeQ-37T5sMaojasd4qrs5BzvC_p1Sbo4cm3zQjVjbxDpyRl9YO, United States, 1, Germany's top finance watchdog: 'We all will pay a price' for Brexit, AU, 2017-10-24T10:46:56Z, businessinsider.com, -0.0783759, Denmark, 0.451509
 Qe83LcRTT3Ln1jTeQ-37T5sMaojasd4qrs5BzvC_p1Sbo4cm3zQjVjbxDpyRl9YO, United States, 1, Germany's top finance watchdog: 'We all will pay a price' for Brexit, AU, 2017-10-24T10:46:56Z, businessinsider.com, -0.0783759, Cyprus, 0.449767
 Qe83LcRTT3Ln1jTeQ-37T5sMaojasd4qrs5BzvC_p1Sbo4cm3zQjVjbxDpyRl9YO, United States, 1, Germany's top finance watchdog: 'We all will pay a price' for Brexit, AU, 2017-10-24T10:46:56Z, businessinsider.com, -0.0783759, Sweden, 0.448352
 Qe83LcRTT3Ln1jTeQ-37T5sMaojasd4qrs5BzvC_p1Sbo4cm3zQjVjbxDpyRl9YO, United States, 1, Germany's top finance watchdog: 'We all will pay a price' for Brexit, AU, 2017-10-24T10:46:56Z, businessinsider.com, -0.0783759, Slovakia, 0.444906
 Qe83LcRTT3Ln1jTeQ-37T5sMaojasd4qrs5BzvC_p1Sbo4cm3zQjVjbxDpyRl9YO, United States, 1, Germany's top finance watchdog: 'We all will pay a price' for Brexit, AU, 2017-10-24T10:46:56Z, businessinsider.com, -0.0783759, Hungary, 0.444684
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Gender, 0.946308
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Man, 0.891063
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Rupert Murdoch, 0.888019
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Homosexuality, 0.841604
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Marilyn Monroe, 0.839585
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, New York City, 0.823072
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, High-heeled footwear, 0.809162
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Newspaper, 0.796667
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, News Corporation, 0.791234
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Heel, 0.776975
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, United States, 0.773648
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, New York Post, 0.762284
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Gender role, 0.741718
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Transgender, 0.732784
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Manhattan, 0.705055
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, 2008 singles, 0.700665
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Male, 0.688036
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Frank Sinatra, 0.665853
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Gender identity, 0.664722
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Gender studies, 0.651612
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Masculinity, 0.614689
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Female, 0.609477
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, The Sunday Times, 0.590254
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, The Times, 0.583985
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Alexander Hamilton, 0.583499
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Niagara Falls, 0.580167
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Marilyn Miller, 0.568054
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, The Spotlight, 0.556423
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, The Seven Year Itch, 0.553649
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Billy Wilder, 0.543785
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Revelation, 0.541748
 eylWvtKqcDqv4iNAmZAL1cHLqZvMP2-MP_dmuDUqWj4mWF1W3PcsMv6kNSLr95s1, United States, 1, Sam Smith’s shock gender revelation | Tweed Daily News, AU, 2017-10-24T11:32:28Z, tweeddailynews.com.au, 0.172473, Identity, 0.539925
 9TsB9X_tdvCoOp3NtvUXOiCBAvN5OGITnYChIXWLOAQTaT_h2bLkyWkRYpm9QXXH, United States, 1, Clive ordered to pay up for appeal, AU, 2017-10-24T03:27:39Z, sunshinecoastdaily.com.au, -0.0366074, Appeal, 0.95749
 9TsB9X_tdvCoOp3NtvUXOiCBAvN5OGITnYChIXWLOAQTaT_h2bLkyWkRYpm9QXXH, United States, 1, Clive ordered to pay up for appeal, AU, 2017-10-24T03:27:39Z, sunshinecoastdaily.com.au, -0.0366074, Court, 0.832382
 9TsB9X_tdvCoOp3NtvUXOiCBAvN5OGITnYChIXWLOAQTaT_h2bLkyWkRYpm9QXXH, United States, 1, Clive ordered to pay up for appeal, AU, 2017-10-24T03:27:39Z, sunshinecoastdaily.com.au, -0.0366074, Law, 0.79014
 9TsB9X_tdvCoOp3NtvUXOiCBAvN5OGITnYChIXWLOAQTaT_h2bLkyWkRYpm9QXXH, United States, 1, Clive ordered to pay up for appeal, AU, 2017-10-24T03:27:39Z, sunshinecoastdaily.com.au, -0.0366074, United States, 0.727047
 9TsB9X_tdvCoOp3NtvUXOiCBAvN5OGITnYChIXWLOAQTaT_h2bLkyWkRYpm9QXXH, United States, 1, Clive ordered to pay up for appeal, AU, 2017-10-24T03:27:39Z, sunshinecoastdaily.com.au, -0.0366074, Jury, 0.624795
 9TsB9X_tdvCoOp3NtvUXOiCBAvN5OGITnYChIXWLOAQTaT_h2bLkyWkRYpm9QXXH, United States, 1, Clive ordered to pay up for appeal, AU, 2017-10-24T03:27:39Z, sunshinecoastdaily.com.au, -0.0366074, Lawyer, 0.568376
 9TsB9X_tdvCoOp3NtvUXOiCBAvN5OGITnYChIXWLOAQTaT_h2bLkyWkRYpm9QXXH, United States, 1, Clive ordered to pay up for appeal, AU, 2017-10-24T03:27:39Z, sunshinecoastdaily.com.au, -0.0366074, Trial, 0.549349
 9TsB9X_tdvCoOp3NtvUXOiCBAvN5OGITnYChIXWLOAQTaT_h2bLkyWkRYpm9QXXH, United States, 1, Clive ordered to pay up for appeal, AU, 2017-10-24T03:27:39Z, sunshinecoastdaily.com.au, -0.0366074, Supreme Court of the United States, 0.493533
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Midwestern United States, 0.959807
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Pacific Ocean, 0.889015
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, United States, 0.882772
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Forecasting, 0.759919
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Great Lakes, 0.703759
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Ohio, 0.668791
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Arctic Ocean, 0.666878
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Minnesota, 0.60726
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Canada, 0.6037
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Winter, 0.575954
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Pacific Northwest, 0.537846
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Earth, 0.536715
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, West Virginia, 0.515295
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Prediction, 0.512787
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Climate, 0.50443
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Meteorology, 0.489661
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Indiana, 0.484189
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Trend estimation, 0.482446
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Illinois, 0.480101
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Futurology, 0.478806
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Upper Midwest, 0.478331
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Temperature, 0.476433
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Wisconsin, 0.464201
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Cold, 0.459498
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Future, 0.459158
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Weather radar, 0.458934
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Los Angeles, 0.456139
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, South America, 0.447787
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Tropical cyclone, 0.447595
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Weather forecasting, 0.445717
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Oceanic climate, 0.440031
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Chicago, 0.43478
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Michigan, 0.425272
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Northwest Territory, 0.415873
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Kentucky, 0.409307
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Arctic, 0.406646
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, James Blish, 0.405845
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Alaska, 0.400508
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Rocky Mountains, 0.400372
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Season, 0.39969
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, El Niño-Southern Oscillation, 0.397501
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Tennessee Valley, 0.396346
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Vortex, 0.390532
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Australia, 0.388503
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, San Francisco, 0.388353
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Appalachian Mountains, 0.384444
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Ohio River, 0.384181
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Southern United States, 0.384142
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, Snow, 0.378396
 PvZAqhAFu-EENixJno5Xg5K8AGueo8CzNV9l8TVPdHuuxaFPB24YUem9Xd166JBv, United States, 1, Weather Forecasters Give Outlooks for Upcoming Season, AU, 2017-10-24T04:10:25Z, dtnpf.com, -0.109575, National Weather Service, 0.371326
 KWI5_OHciqbqT6CWWmn1Sj4gQqsMfQvOgnjS3w7g2isJ1eNz4MaBDwHqQ0XgTDU_, United States, 1, Women's soccer still has leg up: Kerr, AU, 2017-10-24T03:22:08Z, racingandsports.com.au, 0.501276, FIFA World Cup, 0.984722
 KWI5_OHciqbqT6CWWmn1Sj4gQqsMfQvOgnjS3w7g2isJ1eNz4MaBDwHqQ0XgTDU_, United States, 1, Women's soccer still has leg up: Kerr, AU, 2017-10-24T03:22:08Z, racingandsports.com.au, 0.501276, FIFA, 0.608204
